brand,gsmarena_url,name,Body | Dimensions,Body | Weight,Body | Build,Body | SIM,Body | ,Display | Type,Display | Size,Display | Resolution,Display | Protection,Platform | OS,Platform | Chipset,Platform | CPU,Platform | GPU,Memory | Card slot,Memory | Internal,Memory | ,Main Camera | Dual,Main Camera | Features,Main Camera | Video,Selfie camera | Single,Selfie camera | Video,Battery | Type,Battery | Charging,Main Camera | Single,Display | ,Selfie camera | Features,Main Camera | Triple,Main Camera | Quad
motorola,https://www.gsmarena.com/motorola_signature_5g-14397.php,Motorola Signature,162.1 x 76.4 x 7 mm (6.38 x 3.01 x 0.28 in),186 g (6.56 oz),"Glass front (Gorilla Glass Victus 2), aluminum frame",· Nano-SIM + eSIM · Nano-SIM + Nano-SIM,IP68/IP69 dust tight and water resistant (high pressure water jets; immersible up to 1.2m for 30 min) MIL-STD-810H compliant* * does not guarantee ruggedness or use in extreme conditions,"LTPO AMOLED, 1B colors, 165Hz, Dolby Vision, HDR10+, 6200 nits (peak)","6.8 inches, 113.9 cm 2 (~92.0% screen-to-body ratio)",1264 x 2780 pixels (~446 ppi density),Corning Gorilla Glass Victus 2,"Android 16, up to 7 major Android upgrades",Qualcomm SM8845 Snapdragon 8 Gen 5 (3 nm),Octa-core (2x3.8 GHz Oryon V3 Phoenix L + 6x3.32 GHz Oryon V3 Phoenix M),Adreno 829,No,"256GB 12GB RAM, 512GB 12GB RAM, 512GB 16GB RAM, 1TB 16GB RAM",UFS 4.1,,"Laser AF, Dual-LED flash, HDR, panorama","8K@30fps (Dolby Vision), 4K@30/60fps (Dolby Vision), 4K@120fps, 1080p@30/60/120/240fps, 10-bit HDR10+, gyro-EIS","50 MP, f/2.0, 21mm (wide), 1/2.93"", 0.6µm, dual-pixel PDAF","4K@30/60fps, 1080p@30/60/120/240fps, HDR",Si/C Li-Ion 5200 mAh,"90W wired, 50% in 15 min 50W wireless 10W reverse wireless 5W reverse wired",,,HDR,"50 MP, f/1.6, 23mm (wide), 1/1.28"", 1.22µm, multi-directional PDAF, OIS 50 MP, 71mm (periscope telephoto), 1/1.95"", 0.8µm, dual-pixel PDAF, OIS, 3x optical zoom 50 MP, f/2.0, 12mm, 122˚ (ultrawide), 1/2.76"", 0.64µm, PDAF",
motorola,https://www.gsmarena.com/motorola_moto_watch-14403.php,Motorola Moto Watch,47 x 47 x 12 mm (1.85 x 1.85 x 0.47 in),35 g (1.23 oz),,No,IP68 dust tight and water resistant (immersible up to 1.5m for 30 min) 5 ATM (immersible up to 50m for 10 min),OLED,1.43 inches,464 x 464 pixels* (~317 ppi density),,Unspecified,,,,No,Unspecified storage,,,,,,,,,,* Display resolution is not officially revealed,,,
motorola,https://www.gsmarena.com/motorola_moto_watch_120-14485.php,Motorola Moto Watch 120,50.6 x 44.6 x 11 mm (1.99 x 1.76 x 0.43 in),55 g (1.94 oz),"Glass front, plastic back, zinc alloy frame",No,IP68 dust tight and water resistant (immersible up to 1.5m for 30 min) Compatible with standard 20mm straps,AMOLED,1.43 inches,320 x 320 pixels (~316 ppi density),,Moto Watch OS,,,,No,Unspecified storage,,,,,,,Li-Ion 300 mAh,,,,,,
motorola,https://www.gsmarena.com/motorola_moto_g_power_5g_(2026)-14359.php,Motorola Moto G Power (2026),166.6 x 77.1 x 8.7 mm (6.56 x 3.04 x 0.34 in),208 g (7.34 oz),"Glass front (Gorilla Glass 7i), silicone polymer (eco leather) back, plastic frame",Nano-SIM + eSIM,IP68/IP69 dust tight and water resistant (high pressure water jets; immersible up to 1.5m for 30 min) MIL-STD-810H compliant* * does not guarantee ruggedness or use in extreme conditions,"IPS LCD, 120Hz, 1000 nits (HBM)","6.8 inches, 110.9 cm 2 (~86.3% screen-to-body ratio)",1080 x 2388 pixels (~387 ppi density),Corning Gorilla Glass 7i,Android 16,Mediatek Dimensity 6300 (6 nm),Octa-core (2x2.4 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55),Mali-G57 MC2,microSDXC (dedicated slot),128GB 8GB RAM,UFS 2.2,"50 MP, f/1.8, (wide), 1/2.88"", 0.61µm, PDAF, OIS 8 MP, f/2.2, 119˚ 13mm (ultrawide), 1.12µm, AF","LED flash, HDR, panorama",1080p@30/60fps,"32 MP, f/2.2, (wide)",1080p@30fps,5200 mAh,30W wired,,,,,
motorola,https://www.gsmarena.com/motorola_moto_g57_power_5g-14282.php,Motorola Moto G57 Power,166.2 x 76.5 x 8.6 mm (6.54 x 3.01 x 0.34 in),210.6 g (7.44 oz),"Glass front (Gorilla Glass 7i), plastic frame, silicone polymer (eco leather) back",· Nano-SIM + eSIM - International · Nano-SIM + Nano-SIM - India; other regions,IP64 dust tight and water resistant (water splashes) MIL-STD-810H compliant* * does not guarantee ruggedness or use in extreme conditions Drop resistant up to 1.2m,"IPS LCD, 120Hz, 1050 nits (peak)","6.72 inches, 109.0 cm 2 (~85.8% screen-to-body ratio)","1080 x 2400 pixels, 20:9 ratio (~392 ppi density)","Corning Gorilla Glass 7i, Mohs level 4","Android 16, planned upgrade to Android 17",Qualcomm SM6435-AA Snapdragon 6s Gen 4 (4 nm),Octa-core (4x2.4 GHz Cortex-A78 & 4x1.8 GHz Cortex-A55),Adreno,No,"128GB 8GB RAM, 256GB 8GB RAM, 256GB 12GB RAM",,"50 MP, f/1.8 (wide), 1/1.95"", 0.8µm, PDAF 8 MP, f/2.2, 120˚ (ultrawide), 1/4.0"", 1.12µm","LED flash, HDR, panorama","1440p@30fps, 1080p@30fps","8 MP, f/2.2, (wide), 1/4.0"", 1.12µm","1440p@30fps, 1080p@30fps",Si/C Li-Ion 7000 mAh,30W/33W wired,,,HDR,,
motorola,https://www.gsmarena.com/motorola_moto_g57_5g-14284.php,Motorola Moto G57,-,-,"Glass front (Gorilla Glass 7i), plastic frame, silicone polymer (eco leather) back",Nano-SIM + Nano-SIM,IP64 dust tight and water resistant (water splashes) MIL-STD-810H compliant* * does not guarantee ruggedness or use in extreme conditions Drop resistant up to 1.2m,"IPS LCD, 120Hz, 1050 nits (peak)","6.72 inches, 109.0 cm 2 (~85.8% screen-to-body ratio)","1080 x 2400 pixels, 20:9 ratio (~392 ppi density)","Corning Gorilla Glass 7i, Mohs level 4",Android 16,Qualcomm SM6435-AA Snapdragon 6s Gen 4 (4 nm),Octa-core (4x2.4 GHz Cortex-A78 & 4x1.8 GHz Cortex-A55),Adreno,No,"128GB 8GB RAM, 256GB 8GB RAM",,"50 MP, f/1.8 (wide), 1/1.95"", 0.8µm, PDAF 8 MP, f/2.2, 120˚ (ultrawide), 1/4.0"", 1.12µm","LED flash, HDR, panorama","1440p@30fps, 1080p@30fps","8 MP, f/2.2, (wide), 1/4.0"", 1.12µm","1440p@30fps, 1080p@30fps",5200 mAh,,,,HDR,,
motorola,https://www.gsmarena.com/motorola_moto_g_5g_(2026)-14138.php,motorola_moto_g_5g_(2026)-14138.php,,,,,,,,,,,,,,,,,,,,,,,,,,,,
motorola,https://www.gsmarena.com/motorola_moto_g_play_5g_(2026)-14139.php,Motorola Moto G Play (2026),167.2 x 76.4 x 8.5 mm (6.58 x 3.01 x 0.33 in),202 g (7.13 oz),"Glass front (Gorilla Glass 3), silicone polymer (eco leather) back, plastic frame",Nano-SIM + eSIM,Water-repellent design,"IPS LCD, 120Hz, 1000 nits (peak)","6.7 inches, 108.2 cm 2 (~84.7% screen-to-body ratio)","720 x 1604 pixels, 20:9 ratio (~262 ppi density)",Corning Gorilla Glass 3,Android 16,Mediatek Dimensity 6300 (6 nm),Octa-core (2x2.4 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55),Mali-G57 MC2,microSDXC (dedicated slot),64GB 4GB RAM,UFS 2.2,,"LED flash, HDR, panorama",1080p@30fps,"8 MP, f/2.0, (wide)",1080p@30fps,5200 mAh,18W wired,"32 MP, f/2.2, (wide), 0.64µm, PDAF",,,,
motorola,https://www.gsmarena.com/motorola_moto_g67_power_5g-14266.php,Motorola Moto G67 Power,166.2 x 76.5 x 8.6 mm (6.54 x 3.01 x 0.34 in),210 g (7.41 oz),"Glass front (Gorilla Glass 7i), plastic frame, silicone polymer (eco leather) back",Nano-SIM + Nano-SIM,IP64 dust tight and water resistant (water splashes) MIL-STD-810H compliant* * does not guarantee ruggedness or use in extreme conditions,"IPS LCD, 120Hz, HDR10+, 1050 nits (peak)","6.7 inches, 109.5 cm 2 (~86.1% screen-to-body ratio)","1080 x 2400 pixels, 20:9 ratio (~391 ppi density)",Corning Gorilla Glass 7i,"Android 15, planned upgrade to Android 16",Qualcomm SM7435-AB Snapdragon 7s Gen 2 (4 nm),Octa-core (4x2.40 GHz Cortex-A78 & 4x1.95 GHz Cortex-A55),Adreno 710,No,"128GB 8GB RAM, 256GB 8GB RAM",,"50 MP, f/1.8 (wide), 1/1.95"", 0.8µm, PDAF 8 MP, f/2.2, 118˚ (ultrawide), 1/4.0"", 1.12µm","Dual-LED flash, HDR, panorama","4K@30fps, 1080p@30fps","32 MP, f/2.2, (wide), 0.7µm","4K@30fps, 1080p@30/60fps",Si/C Li-Ion 7000 mAh,30W wired,,,HDR,,
motorola,https://www.gsmarena.com/motorola_edge_70_5g-14216.php,Motorola Edge 70,159.9 x 74 x 6 mm (6.30 x 2.91 x 0.24 in),159 g (5.61 oz),"Glass front (Gorilla Glass 7i), aluminum frame",· Nano-SIM + eSIM - International · Nano-SIM + Nano-SIM - China,IP68/IP69 dust tight and water resistant (high pressure water jets; immersible up to 1.5m for 30 min) MIL-STD-810H compliant* * does not guarantee ruggedness or use in extreme conditions,"P-OLED, 1B colors, 120Hz, PWM, HDR10+, 4500 nits (peak)","6.7 inches, 107.4 cm 2 (~90.8% screen-to-body ratio)","1220 x 2712 pixels, 20:9 ratio (~446 ppi density)","Corning Gorilla Glass 7i, Mohs level 4","Android 16, up to 3 or 4 major Android upgrades (market/region dependent)",Qualcomm SM7750-AB Snapdragon 7 Gen 4 (4 nm),Octa-core (1x2.8 GHz Cortex-720 & 4x2.4 GHz Cortex-720 & 3x1.8 GHz Cortex-520),Adreno 722,No,"256GB 8GB RAM, 256GB 12GB RAM, 512GB 12GB RAM",UFS 3.1,"50 MP, f/1.8, 24mm (wide), 1/1.56"", 1.0µm, multi-directional PDAF, OIS 50 MP, f/2.0, 12mm, 120˚ (ultrawide), 1/2.76"", 0.64µm, PDAF","LED flash, HDR, panorama","4K@30/60fps, 1080p@30/60/120/240fps, gyro-EIS","50 MP, f/2.0, 21mm (wide), 1/2.76"", 0.64µm","4K@30fps, 1080p@30/120fps",Si/C Li-Ion 4800 mAh,68W wired 15W wireless,,,HDR,,
motorola,https://www.gsmarena.com/motorola_moto_g100s_5g_(china)-14293.php,Motorola Moto G100S,166.2 x 76.5 x 8.6 mm (6.54 x 3.01 x 0.34 in),210 g (7.41 oz),"Glass front, plastic frame, silicone polymer (eco leather) back",Nano-SIM + Nano-SIM,IP64 dust tight and water resistant (water splashes) GJB 150A-2009 certified* * does not guarantee ruggedness or use in extreme conditions,"IPS LCD, 120Hz, 1050 nits (peak)","6.72 inches, 109.0 cm 2 (~85.8% screen-to-body ratio)","1080 x 2400 pixels, 20:9 ratio (~392 ppi density)",,Android 15,Qualcomm SM6435-AA Snapdragon 6s Gen 4 (4 nm),Octa-core (4x2.4 GHz Cortex-A78 & 4x1.8 GHz Cortex-A55),Adreno,No,"128GB 8GB RAM, 256GB 8GB RAM",,"50 MP, f/1.9 (wide), 1/1.95"", 0.8µm, PDAF 8 MP, f/2.2, 118˚ (ultrawide), 1/4.0"", 1.12µm","LED flash, HDR, panorama","1440p@30fps, 1080p@30fps","8 MP, f/2.2, (wide), 1/4.0"", 1.12µm","1440p@30fps, 1080p@30fps",Si/C Li-Ion 7000 mAh,30W wired,,,HDR,,
motorola,https://www.gsmarena.com/motorola_moto_g100_5g_(china)-14228.php,Motorola Moto G100,166.2 x 76.5 x 8.6 mm (6.54 x 3.01 x 0.34 in),210 g (7.41 oz),"Glass front, plastic frame, silicone polymer (eco leather) back",Nano-SIM + Nano-SIM,IP64 dust tight and water resistant (water splashes) GJB 150A-2009 certified* * does not guarantee ruggedness or use in extreme conditions,"IPS LCD, 120Hz, 1050 nits (peak)","6.72 inches, 109.0 cm 2 (~85.8% screen-to-body ratio)","1080 x 2400 pixels, 20:9 ratio (~392 ppi density)",,Android 15,Qualcomm SM7435-AB Snapdragon 7s Gen 2 (4 nm),Octa-core (4x2.40 GHz Cortex-A78 & 4x1.95 GHz Cortex-A55),Adreno 710,No,"256GB 8GB RAM, 256GB 12GB RAM, 512GB 12GB RAM",,"50 MP, f/1.9 (wide), 1/1.95"", 0.8µm, PDAF 8 MP, f/2.2, 118˚ (ultrawide), 1/4.0"", 1.12µm","Dual-LED flash, HDR, panorama","4K@30fps, 1080p@30fps","32 MP, f/2.2, (wide), 0.7µm","4K@30fps, 1080p@30/60fps",Si/C Li-Ion 7000 mAh,30W wired,,,HDR,,
motorola,https://www.gsmarena.com/motorola_moto_pad_60_neo_5g-14140.php,Motorola Moto Pad 60 Neo,254.6 x 166.2 x 7 mm (10.02 x 6.54 x 0.28 in),480 g (1.06 lb),"Glass front, aluminum frame, aluminum back",Nano-SIM,Stylus support Splash resistant,"IPS LCD, 90Hz, 500 nits","11.0 inches, 350.9 cm 2 (~82.9% screen-to-body ratio)","1600 x 2560 pixels, 16:10 ratio (~274 ppi density)",,Android 15,Mediatek Dimensity 6300 (6 nm),Octa-core (2x2.4 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55),Mali-G57 MC2,microSDXC,128GB 8GB RAM,UFS 2.2,,LED flash,Yes,5 MP,Yes,7040 mAh,20W wired,"8 MP, (wide)",,,,
motorola,https://www.gsmarena.com/motorola_edge_60_neo_5g-14124.php,Motorola Edge 60 Neo,154.1 x 71.2 x 8.1 mm (6.07 x 2.80 x 0.32 in),174.5 g (6.17 oz),"Glass front (Gorilla Glass 7i), plastic frame, silicone polymer (eco leather) back",· Nano-SIM + eSIM · Nano-SIM + Nano-SIM,IP68/IP69 dust tight and water resistant (high pressure water jets; immersible up to 1.5m for 30 min) MIL-STD-810H compliant* * does not guarantee ruggedness or use in extreme conditions,"LTPO P-OLED, 1B colors, 120Hz, HDR10+, 3000 nits (peak)","6.36 inches, 97.6 cm 2 (~88.9% screen-to-body ratio)","1200 x 2670 pixels, 20:9 ratio (~460 ppi density)",Corning Gorilla Glass 7i,"Android 15, up to 5 major Android upgrades",Mediatek Dimensity 7400 (4 nm),Octa-core (4x2.6 GHz Cortex-A78 & 4x2.0 GHz Cortex-A55),Mali-G615 MC2,No,"128GB 8GB RAM, 256GB 8GB RAM, 256GB 12GB RAM, 512GB 12GB RAM",uMCP,,"LED flash, HDR, panorama","4K@30fps, 1080p@30/60/120/240fps, gyro-EIS","32 MP, f/2.4, (wide), 1/3.14"", 0.7µm","4K@30fps, 1080p@30/60/120fps",5000 mAh,68W wired 15W wireless,,,HDR,"50 MP, f/1.8, 24mm (wide), 1/1.56"", 1.0µm, multi-directional PDAF, OIS 10 MP, f/2.0, 73mm (telephoto), 1/3.94"", 1.0µm, PDAF, OIS, 3x optical zoom 13 MP, f/2.2, 13mm, 120˚ (ultrawide), 1/3.0"", 1.12µm, PDAF",
motorola,https://www.gsmarena.com/motorola_moto_g06_power-14125.php,Motorola Moto G06 Power,171.4 x 77.5 x 8.8 mm (6.75 x 3.05 x 0.35 in),220 g (7.76 oz),"Glass front, plastic frame, silicone polymer back (eco leather)",Nano-SIM + Nano-SIM,IP64 dust tight and water resistant (water splashes),"IPS LCD, 120Hz","6.88 inches, 112.4 cm 2 (~84.6% screen-to-body ratio)",720 x 1640 pixels (~260 ppi density),"Corning Gorilla Glass 3, Mohs level 4",Android 15,Mediatek Helio G81 Ultra (12 nm),Octa-core (2x2.0 GHz Cortex-A75 & 6x1.7 GHz Cortex-A55),Mali-G52 MC2,microSDXC (dedicated slot),"64GB 4GB RAM, 128GB 4GB RAM, 256GB 4GB RAM, 256GB 8GB RAM",,,"LED flash, HDR",1080p@30fps,"8 MP, f/2.1, (wide), 1.12µm",1080p@30fps,7000 mAh,18W wired,"50 MP, f/1.8, (wide), PDAF",,HDR,,
motorola,https://www.gsmarena.com/motorola_moto_g06-14115.php,Motorola Moto G06,171.4 x 77.5 x 8.3 mm (6.75 x 3.05 x 0.33 in),194 g (6.84 oz),"Glass front (Gorilla Glass 3), plastic frame, silicone polymer back (eco leather)",Nano-SIM + Nano-SIM,IP64 dust tight and water resistant (water splashes),"IPS LCD, 120Hz","6.88 inches, 112.4 cm 2 (~84.6% screen-to-body ratio)",720 x 1640 pixels (~260 ppi density),"Corning Gorilla Glass 3, Mohs level 4",Android 15,Mediatek Helio G81 Ultra (12 nm),Octa-core (2x2.0 GHz Cortex-A75 & 6x1.7 GHz Cortex-A55),Mali-G52 MC2,microSDXC (dedicated slot),"64GB 4GB RAM, 128GB 4GB RAM, 256GB 4GB RAM, 256GB 8GB RAM",,,"LED flash, HDR",1080p@30fps,"8 MP, f/2.1, (wide), 1.12µm",1080p@30fps,5200 mAh,10W wired,"50 MP, f/1.8, (wide), PDAF",,HDR,,
motorola,https://www.gsmarena.com/motorola_g96_5g-13989.php,Motorola G96,161.9 x 73.3 x 7.9 mm (6.37 x 2.89 x 0.31 in),178 g (6.28 oz),"Glass front (Gorilla Glass 5), silicone polymer back (eco leather), plastic frame",Nano-SIM + Nano-SIM,IP68 dust tight and water resistant (immersible up to 1.5m for 30 min),"P-OLED, 1B colors, 144Hz, 1600 nits (peak)","6.67 inches, 107.4 cm 2 (~90.5% screen-to-body ratio)","1080 x 2400 pixels, 20:9 ratio (~395 ppi density)",Corning Gorilla Glass 5,"Android 15, up to 1 major Android upgrade",Qualcomm SM7435-AB Snapdragon 7s Gen 2 (4 nm),Octa-core (4x2.40 GHz Cortex-A78 & 4x1.95 GHz Cortex-A55),Adreno 710,No,"128GB 8GB RAM, 256GB 8GB RAM",UFS 2.2,"50 MP, f/1.9, (wide), 1/1.56"", 1.0µm, multi-directional PDAF, OIS 8 MP, f/2.2, 119˚ (ultrawide), 1/4.0"", 1.12µm, AF","LED flash, HDR, panorama","4K@30fps, 1080p@30/60/120fps, gyro-EIS, OIS","32 MP, f/2.2, (wide), 1/3.14"", 0.7µm","4K@30fps, 1080p@30fps, gyro-EIS",5500 mAh,30W wired,,,HDR,,
motorola,https://www.gsmarena.com/motorola_moto_g86_power_5g-13918.php,Motorola Moto G86 Power,161.2 x 74.7 x 8.7 mm (6.35 x 2.94 x 0.34 in),195 or 198 g (6.98 oz),"Glass front (Gorilla Glass 7i), plastic frame, silicone polymer (eco leather) back",· Nano-SIM + eSIM · Nano-SIM + Nano-SIM,IP68/IP69 dust tight and water resistant (high pressure water jets; immersible up to 1.5m for 30 min) MIL-STD-810H compliant* * does not guarantee ruggedness or use in extreme conditions,"P-OLED, 1B colors, 120Hz, HDR10+, 4500 nits peak","6.67 inches, 107.4 cm 2 (~89.2% screen-to-body ratio)","1220 x 2712 pixels, 20:9 ratio (~446 ppi density)","Corning Gorilla Glass 7i, Mohs level 4","Android 15, up to 2 major Android upgrades",Mediatek Dimensity 7300 (4 nm) - Global Mediatek Dimensity 7400 (4 nm) - India,Octa-core (4x2.5 GHz Cortex-A78 & 4x2.0 GHz Cortex-A55) - Global Octa-core (4x2.6 GHz Cortex-A78 & 4x2.0 GHz Cortex-A55) - India,Mali-G615 MC2,microSDXC (dedicated slot),"128GB 8GB RAM, 256GB 8GB RAM, 256GB 12GB RAM, 512GB 8GB RAM, 512GB 12GB RAM",,"50 MP, f/1.9, 25mm (wide), 1/1.95"", 0.8µm, dual pixel PDAF, OIS 8 MP, f/2.2, 12mm, 118˚ (ultrawide), 1.12µm, AF","LED flash, HDR, panorama","4K@30/60fps, 1080p@30/60/120fps, gyro-EIS","32 MP, f/2.2, (wide), 0.7µm","4K@30fps, 1080p@30fps, gyro-EIS",6720 mAh,30W wired,,,HDR,,
motorola,https://www.gsmarena.com/motorola_moto_g86_5g-13917.php,Motorola Moto G86,161.2 x 74.7 x 7.8 mm (6.35 x 2.94 x 0.31 in),185 g (6.53 oz),"Glass front (Gorilla Glass 7i), plastic frame, silicone polymer (eco leather) back",· Nano-SIM + eSIM · Nano-SIM + Nano-SIM,IP68/IP69 dust tight and water resistant (high pressure water jets; immersible up to 1.5m for 30 min) MIL-STD-810H compliant* * does not guarantee ruggedness or use in extreme conditions,"P-OLED, 1B colors, 120Hz, HDR10+, 4500 nits peak","6.67 inches, 107.4 cm 2 (~89.2% screen-to-body ratio)","1220 x 2712 pixels, 20:9 ratio (~446 ppi density)","Corning Gorilla Glass 7i, Mohs level 4","Android 15, upgradable to Android 16",Mediatek Dimensity 7300 (4 nm),Octa-core (4x2.5 GHz Cortex-A78 & 4x2.0 GHz Cortex-A55),Mali-G615 MC2,microSDXC (dedicated slot),"256GB 8GB RAM, 256GB 12GB RAM, 512GB 8GB RAM, 512GB 12GB RAM",,"50 MP, f/1.9, 25mm (wide), 1/1.95"", 0.8µm, dual pixel PDAF, OIS 8 MP, f/2.2, 12mm, 118˚ (ultrawide), 1.12µm, AF","LED flash, HDR, panorama","4K@30fps, 1080p@30/60/120fps, gyro-EIS","32 MP, f/2.2, (wide), 0.7µm","4K@30fps, 1080p@30fps, gyro-EIS",5200 mAh,30W wired,,,HDR,,
motorola,https://www.gsmarena.com/motorola_moto_g56_5g-13841.php,Motorola Moto G56,165.8 x 76.3 x 8.4 mm (6.53 x 3.00 x 0.33 in),200 g (7.05 oz),"Glass front (Gorilla Glass 7i), plastic frame, silicone polymer (eco leather) back",· Nano-SIM · Nano-SIM + eSIM · Nano-SIM + Nano-SIM,IP68/IP69 dust tight and water resistant (high pressure water jets; immersible up to 1.5m for 30 min) Drop resistant up to 1.2m MIL-STD-810H compliant* * does not guarantee ruggedness or use in extreme conditions,"IPS LCD, 120Hz","6.72 inches, 109.0 cm 2 (~86.2% screen-to-body ratio)","1080 x 2400 pixels, 20:9 ratio (~392 ppi density)","Corning Gorilla Glass 7i, Mohs level 6",Android 15,Mediatek Dimensity 7060 (6 nm),Octa-core (2x2.6 GHz Cortex-A78 & 6x2.0 GHz Cortex-A55),IMG BXM-8-256,microSDXC (uses shared SIM slot),"128GB 4GB RAM, 128GB 8GB RAM, 256GB 8GB RAM, 256GB 12GB RAM, 512GB 12GB RAM",,"50 MP, f/1.8, 25mm (wide), 1/1.95"", 0.8µm, PDAF 8 MP, f/2.2, 12mm, 118˚ (ultrawide), 1.12µm","LED flash, HDR, panorama",1080p@30/60fps,"32 MP, f/2.2, (wide), 0.7µm",Yes,5200 mAh,30W wired,,,HDR,,
motorola,https://www.gsmarena.com/motorola_edge_(2025)-13907.php,Motorola Edge (2025),161.2 x 73.1 x 8 mm (6.35 x 2.88 x 0.31 in),181 g (6.38 oz),,Nano-SIM + eSIM,IP68/IP69 dust tight and water resistant (high pressure water jets; immersible up to 1.5m for 30 min) MIL-STD-810H compliant* * does not guarantee ruggedness or use in extreme conditions,"P-OLED, 1B colors, 120Hz, HDR10+, 4500 nits peak","6.7 inches, 108.4 cm 2 (~92.0% screen-to-body ratio)","1220 x 2712 pixels, 20:9 ratio (~444 ppi density)",Corning Gorilla Glass 7i,Android 15,Mediatek Dimensity 7400 Ultra (4 nm),Octa-core (4x2.6 GHz Cortex-A78 & 4x2.0 GHz Cortex-A55),Mali-G615 MC2,No,256GB 8GB RAM,UFS,,"LED flash, HDR, panorama","4K@30fps, 1080p@30/60/120fps, gyro-EIS","50 MP, f/1.9, (wide), 0.64µm, PDAF","4K@30fps, 1080p@30fps",5200 mAh,68W wired 15W wireless,,,HDR,"50 MP, f/1.8, 24mm (wide), 1/1.56"", 1.0µm, multi-directional PDAF, OIS 10 MP, f2.0, 73mm (telephoto), 1/3.94"", 1.0µm, PDAF, 3x optical zoom, OIS 50 MP, f/2.0, 12mm, 122˚ (ultrawide), 0.64µm, PDAF",
motorola,https://www.gsmarena.com/motorola_edge_60_pro-13815.php,Motorola Edge 60 Pro,160.7 x 73.1 x 8.2 mm (6.33 x 2.88 x 0.32 in),186 g (6.56 oz),"Glass front (Gorilla Glass 7i), plastic frame, silicone polymer (eco leather) back",· Nano-SIM · Nano-SIM + eSIM · Nano-SIM + Nano-SIM,IP68/IP69 dust tight and water resistant (high pressure water jets; immersible up to 1.5m for 30 min) MIL-STD-810H compliant* * does not guarantee ruggedness or use in extreme conditions,"P-OLED, 1B colors, 120Hz, 720Hz PWM, HDR10+, 4500 nits peak","6.7 inches, 108.4 cm 2 (~92.2% screen-to-body ratio)","1220 x 2712 pixels, 20:9 ratio (~444 ppi density)","Corning Gorilla Glass 7i, Mohs level 4","Android 15, up to 3 major Android upgrades",Mediatek Dimensity 8350 Extreme (4 nm),Octa-core (1x3.35 GHz Cortex-A715 & 3x3.20 GHz Cortex-A715 & 4x2.20 GHz Cortex-A510),Mali G615-MC6,No,"256GB 8GB RAM, 256GB 12GB RAM, 512GB 12GB RAM, 512GB 16GB RAM",UFS 4.0,,"Color spectrum sensor, LED flash, HDR, panorama, Pantone Validated Colour and Skin Tones","4K@30fps, 1080p@30/60/120/240fps, gyro-EIS, HDR10+","50 MP, f/2.0, (wide), 1/2.76"", 0.64µm","4K@30fps, 1080p@30/120fps",Si/C Li-Ion 6000 mAh,"90W wired, PD3.0 15W wireless 5W reverse wired",,,HDR,"50 MP, f/1.8, 24mm (wide), 1/1.56"", 1.0µm, multi-directional PDAF, OIS 10 MP, f2.0, 73mm (telephoto), 1/3.94"", 1.0µm, PDAF, 3x optical zoom, OIS 50 MP, f/2.0, 120˚ (ultrawide), 1/2.76"", 0.64µm, PDAF",
motorola,https://www.gsmarena.com/motorola_edge_60-13779.php,Motorola Edge 60,161.2 x 73.1 x 7.9 mm or 8.2 mm,179 g or 181 g (6.31 oz),"Glass front (Gorilla Glass 7i), plastic frame, plastic back",· Nano-SIM · Nano-SIM + eSIM · Nano-SIM + Nano-SIM,IP68/IP69 dust tight and water resistant (high pressure water jets; immersible up to 1.5m for 30 min) MIL-STD-810H compliant* * does not guarantee ruggedness or use in extreme conditions,"P-OLED, 1B colors, 120Hz, 720Hz PWM, HDR10+, 4500 nits peak","6.67 inches, 107.4 cm 2 (~91.1% screen-to-body ratio)","1220 x 2712 pixels, 20:9 ratio (~446 ppi density)","Corning Gorilla Glass 7i, Mohs level 4","Android 15, up to 3 major Android upgrades",Mediatek Dimensity 7300 (4 nm) - Global Mediatek Dimensity 7400 (4 nm) - India,Octa-core (4x2.5 GHz Cortex-A78 & 4x2.0 GHz Cortex-A55) - Global Octa-core (4x2.6 GHz Cortex-A78 & 4x2.0 GHz Cortex-A55) - India,Mali-G615 MC2,microSDXC,"256GB 8GB RAM, 256GB 12GB RAM, 512GB 8GB RAM, 512GB 12GB RAM",UFS 2.2,,"LED flash, HDR, panorama","4K@30fps, 1080p@30/60/120/240fps, gyro-EIS","50 MP, f/2.0, (wide), 0.64µm","4K@30fps, 1080p@30/120fps","Market-dependent versions: · 5200 mAh (Global) · 5500 mAh (China, India)",68W wired,,,HDR,"50 MP, f/1.8, 24mm (wide), 1/1.56"", 1.0µm, multi-directional PDAF, OIS 10 MP, f2.0, 73mm (telephoto), 1/3.94"", 1.0µm, PDAF, 3x optical zoom, OIS 50 MP, f/2.0, 12mm, 122˚ (ultrawide), 1/2.76"", 0.64µm, PDAF",
